agent_id,merchant_id,amount,timestamp,agent_verified,label
agent_005,merchant_j,2203.53,2026-08-02T09:37:00,True,normal
agent_001,merchant_f,2642.23,2026-08-02T06:32:00,True,normal
agent_010,merchant_b,820.33,2026-08-01T05:28:00,False,unverified
agent_018,merchant_g,597.93,2026-08-05T06:30:00,True,normal
agent_020,merchant_f,309.98,2026-08-06T05:38:00,True,normal
agent_019,merchant_h,2319.84,2026-08-06T00:18:00,True,normal
agent_020,merchant_c,966.71,2026-08-03T17:20:00,True,normal
agent_002,merchant_e,1357.18,2026-08-01T22:16:00,True,normal
agent_009,merchant_b,145.04,2026-08-03T03:28:00,True,normal
agent_011,merchant_a,2378.22,2026-08-07T19:15:00,True,normal
agent_008,merchant_b,1047.35,2026-08-03T13:21:00,True,normal
agent_011,merchant_f,391.97,2026-08-03T20:55:00,True,normal
agent_016,merchant_a,2920.78,2026-08-02T09:09:00,True,normal
agent_002,merchant_a,454.26,2026-08-01T12:22:00,True,normal
agent_013,merchant_i,697.86,2026-08-04T01:42:00,True,normal
agent_013,merchant_e,529.23,2026-08-01T21:00:00,True,normal
agent_007,merchant_g,2985.69,2026-08-04T13:07:00,True,normal
agent_014,merchant_h,2543.65,2026-08-03T20:17:00,True,normal
agent_003,merchant_b,2293.09,2026-08-05T22:30:00,True,normal
agent_008,merchant_j,1869.17,2026-08-06T15:23:00,True,normal
agent_017,merchant_j,2281.51,2026-08-05T02:47:00,True,normal
agent_004,merchant_j,29414.11,2026-08-01T04:24:00,True,odd_hour
agent_002,merchant_c,1564.08,2026-08-06T03:49:00,True,normal
agent_011,merchant_d,2883.53,2026-08-04T04:06:00,True,normal
agent_007,merchant_b,1656.46,2026-08-05T20:05:00,True,normal
agent_003,merchant_a,497.59,2026-08-07T13:33:00,True,normal
agent_017,merchant_a,1694.35,2026-08-06T06:51:00,True,normal
agent_020,merchant_j,1042.3,2026-08-04T09:42:00,True,normal
agent_002,merchant_f,15833.52,2026-08-05T02:46:00,True,odd_hour
agent_012,merchant_i,1025.83,2026-08-05T20:11:00,True,normal
agent_008,merchant_f,1203.85,2026-08-06T01:43:00,True,normal
agent_008,merchant_g,1482.64,2026-08-02T21:24:00,True,normal
agent_007,merchant_j,500.97,2026-08-02T23:22:00,True,normal
agent_005,merchant_a,898.51,2026-08-04T07:18:00,True,normal
agent_015,merchant_a,1698.45,2026-08-07T09:59:00,True,normal
agent_019,merchant_c,1317.87,2026-08-07T06:52:00,True,normal
agent_017,merchant_f,2635.36,2026-08-01T10:18:00,True,normal
agent_007,merchant_f,2803.44,2026-08-01T11:26:00,True,normal
agent_011,merchant_f,2277.15,2026-08-07T08:19:00,True,normal
agent_001,merchant_d,1577.36,2026-08-04T10:22:00,True,normal
agent_001,merchant_f,2398.62,2026-08-01T12:33:00,True,normal
agent_010,merchant_h,259.98,2026-08-04T05:12:00,True,normal
agent_016,merchant_f,1678.16,2026-08-04T22:14:00,True,normal
agent_009,merchant_f,674.4,2026-08-05T07:31:00,True,normal
agent_002,merchant_c,1900.97,2026-08-02T05:56:00,True,normal
agent_001,merchant_f,2093.67,2026-08-03T23:25:00,True,normal
agent_008,merchant_d,855.16,2026-08-06T13:19:00,True,normal
agent_004,merchant_f,1830.99,2026-08-05T02:01:00,True,normal
agent_004,merchant_i,2513.6,2026-08-06T18:37:00,True,normal
agent_005,merchant_e,1013.82,2026-08-02T00:36:00,True,normal
agent_003,merchant_h,1383.15,2026-08-04T12:45:00,True,normal
agent_006,merchant_g,1621.12,2026-08-02T11:16:00,True,normal
agent_015,merchant_a,2701.78,2026-08-03T21:43:00,True,normal
agent_015,merchant_d,2969.84,2026-08-07T05:11:00,True,normal
agent_016,merchant_b,1393.48,2026-08-07T22:55:00,True,normal
agent_008,merchant_f,79095.79,2026-08-07T04:27:00,True,amount_spike
agent_020,merchant_g,80722.71,2026-08-05T01:26:00,True,amount_spike
agent_014,merchant_a,380.03,2026-08-07T09:09:00,True,normal
agent_014,merchant_i,238.42,2026-08-04T02:16:00,True,normal
agent_005,merchant_d,481.42,2026-08-02T12:14:00,True,normal
agent_012,merchant_g,859.94,2026-08-07T23:53:00,True,normal
agent_004,merchant_i,1846.46,2026-08-04T09:29:00,True,normal
agent_006,merchant_h,760.86,2026-08-07T02:53:00,True,normal
agent_014,merchant_j,1354.03,2026-08-06T12:37:00,True,normal
agent_004,merchant_g,1424.86,2026-08-02T20:53:00,False,unverified
agent_013,merchant_e,1632.89,2026-08-01T03:48:00,True,normal
agent_011,merchant_b,319.99,2026-08-05T02:29:00,True,normal
agent_005,merchant_h,2648.5,2026-08-04T06:39:00,True,normal
agent_005,merchant_j,1606.93,2026-08-07T05:51:00,True,normal
agent_008,merchant_g,2047.25,2026-08-07T10:44:00,True,normal
agent_019,merchant_d,2312.53,2026-08-04T00:16:00,True,normal
agent_014,merchant_f,514.36,2026-08-06T03:52:00,True,normal
agent_019,merchant_d,1785.9,2026-08-07T07:15:00,True,normal
agent_006,merchant_c,282.96,2026-08-02T22:25:00,True,normal
agent_013,merchant_j,55910.85,2026-08-07T10:57:00,True,amount_spike
agent_009,merchant_h,1898.91,2026-08-06T22:20:00,True,normal
agent_020,merchant_h,96.41,2026-08-06T11:56:00,True,normal
agent_020,merchant_j,890.52,2026-08-07T19:50:00,True,normal
agent_016,merchant_b,450.4,2026-08-03T06:39:00,True,normal
agent_003,merchant_i,1161.2,2026-08-04T12:32:00,True,normal
agent_018,merchant_e,2336.15,2026-08-02T08:09:00,True,normal
agent_014,merchant_g,1262.75,2026-08-05T00:44:00,True,normal
agent_013,merchant_j,2141.06,2026-08-02T11:12:00,True,normal
agent_019,merchant_b,1636.02,2026-08-02T03:18:00,True,normal
agent_010,merchant_a,1136.66,2026-08-06T09:40:00,True,normal
agent_019,merchant_a,2288.48,2026-08-04T03:57:00,True,normal
agent_007,merchant_b,1846.94,2026-08-04T00:54:00,True,normal
agent_001,merchant_g,324.97,2026-08-07T06:48:00,True,normal
agent_011,merchant_h,344.15,2026-08-02T03:24:00,True,normal
agent_007,merchant_f,574.03,2026-08-06T10:48:00,True,normal
agent_011,merchant_j,2182.5,2026-08-04T10:27:00,True,normal
agent_017,merchant_g,87096.16,2026-08-05T03:38:00,True,amount_spike
agent_016,merchant_b,1814.21,2026-08-05T23:32:00,True,normal
agent_010,merchant_h,1624.27,2026-08-05T07:56:00,True,normal
agent_015,merchant_b,831.77,2026-08-04T12:11:00,False,unverified
agent_018,merchant_b,2782.78,2026-08-01T04:01:00,True,normal
agent_012,merchant_e,1110.95,2026-08-04T12:13:00,True,normal
agent_003,merchant_j,2364.09,2026-08-07T19:00:00,True,normal
agent_003,merchant_j,48145.37,2026-08-04T05:50:00,True,amount_spike
agent_009,merchant_b,1809.89,2026-08-01T10:26:00,True,normal
agent_016,merchant_d,2492.46,2026-08-03T10:25:00,True,normal
agent_003,merchant_f,402.23,2026-08-07T12:04:00,True,normal
agent_002,merchant_g,1168.83,2026-08-02T01:31:00,True,normal
agent_008,merchant_c,2376.5,2026-08-04T17:43:00,True,normal
agent_017,merchant_i,933.17,2026-08-01T02:08:00,True,normal
agent_006,merchant_h,1458.47,2026-08-05T15:06:00,True,normal
agent_010,merchant_c,978.01,2026-08-02T14:18:00,True,normal
agent_007,merchant_d,1170.53,2026-08-04T18:04:00,True,normal
agent_003,merchant_h,1418.66,2026-08-03T00:22:00,True,normal
agent_020,merchant_h,1797.0,2026-08-03T05:52:00,True,normal
agent_014,merchant_j,788.59,2026-08-04T16:00:00,True,normal
agent_016,merchant_g,2319.04,2026-08-06T23:32:00,True,normal
agent_012,merchant_h,26733.94,2026-08-07T02:00:00,True,odd_hour
agent_003,merchant_c,69235.4,2026-08-03T07:21:00,True,amount_spike
agent_002,merchant_h,2973.41,2026-08-03T19:39:00,True,normal
agent_014,merchant_h,59.57,2026-08-02T19:11:00,True,normal
agent_006,merchant_g,2143.23,2026-08-01T17:55:00,False,unverified
agent_008,merchant_g,80920.26,2026-08-07T07:10:00,True,amount_spike
agent_002,merchant_a,2525.25,2026-08-06T23:04:00,True,normal
agent_002,merchant_g,1121.77,2026-08-01T20:29:00,True,normal
agent_002,merchant_d,2708.76,2026-08-03T14:44:00,True,normal
agent_018,merchant_f,1428.85,2026-08-07T12:16:00,True,normal
agent_004,merchant_c,89128.36,2026-08-01T03:15:00,True,amount_spike
agent_014,merchant_g,1530.92,2026-08-01T14:32:00,True,normal
agent_020,merchant_i,127.45,2026-08-07T23:32:00,True,normal
agent_015,merchant_b,1000.23,2026-08-01T20:04:00,True,normal
agent_016,merchant_h,1078.97,2026-08-04T14:34:00,True,normal
agent_002,merchant_c,2053.23,2026-08-07T21:13:00,True,normal
agent_003,merchant_d,1737.28,2026-08-07T08:47:00,True,normal
agent_017,merchant_d,204.85,2026-08-03T13:37:00,True,normal
agent_020,merchant_i,1367.91,2026-08-01T22:21:00,True,normal
agent_001,merchant_a,725.38,2026-08-01T19:23:00,True,normal
agent_001,merchant_g,2428.19,2026-08-06T17:08:00,True,normal
agent_006,merchant_g,1533.45,2026-08-02T11:14:00,True,normal
agent_012,merchant_b,1342.59,2026-08-06T10:01:00,True,normal
agent_012,merchant_h,2585.11,2026-08-01T15:08:00,True,normal
agent_012,merchant_j,1932.63,2026-08-07T02:36:00,True,normal
agent_008,merchant_d,2429.36,2026-08-04T12:45:00,True,normal
agent_013,merchant_a,1990.1,2026-08-06T20:31:00,True,normal
agent_016,merchant_c,831.92,2026-08-07T06:07:00,True,normal
agent_016,merchant_b,1232.09,2026-08-02T07:09:00,True,normal
agent_014,merchant_g,2086.98,2026-08-02T17:21:00,True,normal
agent_003,merchant_h,1912.59,2026-08-06T08:02:00,True,normal
agent_014,merchant_c,2309.19,2026-08-03T01:08:00,True,normal
agent_004,merchant_f,402.69,2026-08-03T04:35:00,True,normal
agent_020,merchant_c,1017.5,2026-08-06T20:46:00,True,normal
agent_003,merchant_a,2397.85,2026-08-07T10:23:00,True,normal
agent_016,merchant_f,2422.49,2026-08-04T08:35:00,True,normal
agent_003,merchant_j,2318.57,2026-08-04T21:00:00,True,normal
agent_005,merchant_d,27503.61,2026-08-06T02:09:00,True,odd_hour
agent_002,merchant_e,83301.61,2026-08-05T13:28:00,True,amount_spike
agent_014,merchant_b,1328.89,2026-08-06T13:51:00,True,normal
agent_013,merchant_c,1511.22,2026-08-05T09:25:00,True,normal
agent_006,merchant_i,13484.05,2026-08-05T03:17:00,True,odd_hour
agent_011,merchant_d,1587.29,2026-08-06T04:20:00,True,normal
agent_009,merchant_a,2223.02,2026-08-03T02:50:00,True,normal
agent_006,merchant_f,2807.48,2026-08-02T20:13:00,True,normal
agent_016,merchant_i,98.48,2026-08-07T18:56:00,True,normal
agent_020,merchant_j,386.98,2026-08-05T11:11:00,True,normal
agent_011,merchant_h,900.24,2026-08-05T16:24:00,True,normal
agent_012,merchant_i,1381.88,2026-08-05T23:37:00,True,normal
agent_008,merchant_j,259.49,2026-08-06T16:25:00,True,normal
agent_013,merchant_c,831.4,2026-08-06T05:17:00,True,normal
agent_005,merchant_e,2904.7,2026-08-04T23:31:00,True,normal
agent_008,merchant_c,2885.5,2026-08-05T18:38:00,False,unverified
agent_020,merchant_b,1532.59,2026-08-07T01:40:00,True,normal
agent_013,merchant_h,265.27,2026-08-04T09:13:00,True,normal
agent_017,merchant_j,2078.61,2026-08-07T08:22:00,True,normal
agent_018,merchant_h,2673.32,2026-08-06T23:10:00,True,normal
agent_004,merchant_c,2414.18,2026-08-06T04:38:00,True,normal
agent_007,merchant_j,1179.76,2026-08-03T17:12:00,True,normal
agent_012,merchant_g,1255.87,2026-08-04T05:14:00,True,normal
agent_003,merchant_e,686.44,2026-08-01T03:45:00,True,normal
agent_005,merchant_a,17924.89,2026-08-02T03:54:00,True,odd_hour
agent_020,merchant_a,2371.04,2026-08-01T05:49:00,True,normal
agent_003,merchant_d,562.75,2026-08-02T18:53:00,True,normal
agent_009,merchant_j,2093.48,2026-08-04T20:26:00,True,normal
agent_019,merchant_e,2336.58,2026-08-02T07:11:00,True,normal
agent_001,merchant_h,2549.53,2026-08-01T16:36:00,True,normal
agent_009,merchant_a,1038.28,2026-08-02T08:14:00,True,normal
agent_002,merchant_h,143.62,2026-08-01T18:50:00,True,normal
agent_014,merchant_i,2409.61,2026-08-07T02:58:00,True,normal
agent_010,merchant_c,854.73,2026-08-01T22:54:00,True,normal
agent_009,merchant_i,1229.05,2026-08-04T23:53:00,True,normal
agent_018,merchant_g,2464.21,2026-08-05T07:40:00,True,normal
agent_013,merchant_g,362.54,2026-08-04T18:32:00,True,normal
agent_009,merchant_f,424.45,2026-08-02T21:35:00,True,normal
agent_010,merchant_j,701.51,2026-08-05T04:21:00,True,normal
agent_017,merchant_a,1201.84,2026-08-07T07:19:00,True,normal
agent_002,merchant_i,501.4,2026-08-02T09:54:00,True,normal
agent_013,merchant_i,914.88,2026-08-01T21:31:00,True,normal
agent_007,merchant_j,2220.42,2026-08-01T15:58:00,True,normal
agent_012,merchant_g,2001.49,2026-08-07T01:28:00,True,normal
agent_008,merchant_e,2558.37,2026-08-02T03:49:00,True,normal
agent_011,merchant_f,2927.35,2026-08-04T15:11:00,True,normal
agent_020,merchant_g,2120.73,2026-08-05T06:01:00,True,normal
agent_012,merchant_f,228.62,2026-08-07T04:40:00,True,normal
agent_015,merchant_f,1839.65,2026-08-03T07:42:00,True,normal
agent_015,merchant_d,1943.03,2026-08-02T01:01:00,True,normal
agent_018,merchant_h,1256.95,2026-08-06T18:01:00,True,normal
agent_010,merchant_g,800.65,2026-08-01T05:56:00,True,normal
agent_001,merchant_c,2413.9,2026-08-04T16:41:00,True,normal
agent_003,merchant_h,769.4,2026-08-04T04:09:00,True,normal
agent_004,merchant_c,2097.3,2026-08-06T01:09:00,True,normal
agent_016,merchant_i,2472.0,2026-08-06T21:02:00,False,unverified
agent_012,merchant_h,349.21,2026-08-07T05:06:00,False,unverified
agent_010,merchant_h,1136.41,2026-08-03T18:14:00,False,unverified
agent_001,merchant_h,1577.35,2026-08-03T02:48:00,True,normal
agent_020,merchant_j,2358.77,2026-08-02T09:03:00,True,normal
agent_013,merchant_d,657.06,2026-08-01T01:12:00,True,normal
agent_005,merchant_h,2355.5,2026-08-01T20:25:00,True,normal
agent_012,merchant_g,2242.76,2026-08-05T23:19:00,True,normal
agent_003,merchant_f,890.71,2026-08-03T18:42:00,True,normal
agent_003,merchant_a,1266.56,2026-08-01T13:14:00,True,normal
agent_003,merchant_i,906.57,2026-08-07T06:11:00,True,normal
agent_013,merchant_d,1642.29,2026-08-05T23:51:00,True,normal
agent_011,merchant_e,1685.52,2026-08-05T13:52:00,True,normal
agent_004,merchant_e,2630.69,2026-08-03T19:35:00,True,normal
agent_016,merchant_b,2418.31,2026-08-06T07:15:00,True,normal
agent_012,merchant_j,381.02,2026-08-01T21:19:00,True,normal
agent_015,merchant_i,1561.7,2026-08-07T08:05:00,True,normal
agent_002,merchant_e,1103.07,2026-08-03T04:11:00,True,normal
agent_009,merchant_h,790.81,2026-08-06T18:00:00,True,normal
agent_015,merchant_i,755.55,2026-08-03T15:53:00,True,normal
agent_017,merchant_j,1006.26,2026-08-01T00:09:00,True,normal
agent_004,merchant_a,2582.85,2026-08-05T08:27:00,True,normal
agent_001,merchant_e,670.04,2026-08-04T10:58:00,True,normal
agent_006,merchant_g,1895.53,2026-08-01T14:08:00,True,normal
agent_019,merchant_b,2209.13,2026-08-01T21:30:00,True,normal
agent_016,merchant_b,1082.84,2026-08-03T13:14:00,True,normal
agent_010,merchant_f,1320.53,2026-08-05T01:53:00,True,normal
agent_017,merchant_g,2120.34,2026-08-05T17:26:00,True,normal
agent_012,merchant_h,42407.37,2026-08-03T22:05:00,True,amount_spike
agent_003,merchant_b,1615.28,2026-08-06T19:23:00,True,normal
agent_004,merchant_e,390.51,2026-08-02T12:40:00,True,normal
agent_006,merchant_a,77.34,2026-08-04T07:02:00,True,normal
agent_004,merchant_c,853.43,2026-08-07T07:04:00,True,normal
agent_014,merchant_f,2246.88,2026-08-01T11:55:00,True,normal
agent_017,merchant_a,2583.13,2026-08-01T00:42:00,True,normal
agent_020,merchant_c,2473.9,2026-08-05T07:49:00,True,normal
agent_016,merchant_d,70.15,2026-08-04T16:21:00,True,normal
agent_010,merchant_j,1808.86,2026-08-04T16:34:00,True,normal
agent_016,merchant_d,2454.89,2026-08-02T13:16:00,True,normal
agent_015,merchant_g,1619.2,2026-08-07T04:40:00,True,normal
agent_020,merchant_a,2725.44,2026-08-07T01:51:00,True,normal
agent_018,merchant_g,209.9,2026-08-06T06:09:00,True,normal
agent_001,merchant_c,62171.57,2026-08-01T17:36:00,True,amount_spike
agent_020,merchant_i,1172.12,2026-08-03T13:37:00,True,normal
agent_004,merchant_d,2895.67,2026-08-07T02:20:00,False,unverified
agent_019,merchant_j,2248.26,2026-08-01T13:23:00,True,normal
agent_006,merchant_e,997.57,2026-08-07T04:57:00,True,normal
agent_008,merchant_b,2125.91,2026-08-05T21:12:00,True,normal
agent_004,merchant_d,1556.49,2026-08-03T22:39:00,True,normal
agent_001,merchant_b,2525.57,2026-08-04T15:01:00,True,normal
agent_013,merchant_e,2086.36,2026-08-06T17:13:00,True,normal
agent_011,merchant_g,1493.9,2026-08-03T19:35:00,True,normal
agent_018,merchant_c,45095.37,2026-08-07T06:13:00,True,amount_spike
agent_012,merchant_g,2850.93,2026-08-05T02:53:00,True,normal
agent_008,merchant_h,2732.69,2026-08-01T17:15:00,True,normal
agent_011,merchant_a,794.81,2026-08-03T02:20:00,True,normal
agent_015,merchant_d,2164.91,2026-08-02T07:44:00,True,normal
agent_004,merchant_b,1960.74,2026-08-06T06:00:00,True,normal
agent_012,merchant_c,2174.92,2026-08-02T22:13:00,True,normal
agent_014,merchant_e,2607.79,2026-08-01T16:11:00,True,normal
agent_002,merchant_h,955.08,2026-08-02T08:16:00,True,normal
agent_018,merchant_f,1011.66,2026-08-03T03:03:00,True,normal
agent_008,merchant_c,1196.51,2026-08-07T02:47:00,True,normal
agent_017,merchant_j,518.3,2026-08-06T22:44:00,True,normal
agent_010,merchant_j,300.02,2026-08-07T23:47:00,True,normal
agent_009,merchant_h,2628.64,2026-08-01T14:14:00,True,normal
agent_015,merchant_c,948.74,2026-08-02T05:12:00,True,normal
agent_020,merchant_j,40034.17,2026-08-03T11:44:00,True,amount_spike
agent_014,merchant_b,1437.41,2026-08-03T20:53:00,True,normal
agent_003,merchant_d,1989.92,2026-08-02T05:51:00,True,normal
agent_008,merchant_a,860.82,2026-08-04T07:45:00,True,normal
agent_012,merchant_i,2359.81,2026-08-06T22:48:00,True,normal
agent_018,merchant_f,2026.54,2026-08-07T09:22:00,True,normal
agent_006,merchant_j,2177.33,2026-08-04T17:24:00,True,normal
agent_006,merchant_i,1512.08,2026-08-05T20:39:00,True,normal
agent_016,merchant_b,2503.73,2026-08-01T18:19:00,True,normal
agent_011,merchant_d,615.19,2026-08-02T05:50:00,True,normal
agent_012,merchant_i,990.27,2026-08-05T08:04:00,True,normal
agent_007,merchant_d,1114.6,2026-08-04T08:53:00,True,normal
agent_006,merchant_d,532.04,2026-08-07T01:51:00,True,normal
agent_005,merchant_b,482.01,2026-08-03T16:31:00,True,normal
agent_007,merchant_g,15381.67,2026-08-03T02:26:00,True,odd_hour
agent_005,merchant_b,1713.71,2026-08-06T09:18:00,True,normal
agent_009,merchant_c,1547.66,2026-08-06T16:41:00,True,normal
agent_018,merchant_a,1928.41,2026-08-06T09:58:00,True,normal
agent_016,merchant_e,2267.74,2026-08-06T02:53:00,True,normal
agent_013,merchant_j,767.46,2026-08-06T05:20:00,True,normal
agent_008,merchant_b,782.09,2026-08-04T03:37:00,True,normal
agent_019,merchant_j,1172.12,2026-08-01T05:20:00,True,normal
agent_014,merchant_a,759.97,2026-08-07T23:54:00,True,normal
agent_018,merchant_b,2061.05,2026-08-01T03:08:00,True,normal
agent_016,merchant_i,74.12,2026-08-04T06:01:00,True,normal
agent_017,merchant_c,2803.12,2026-08-04T00:25:00,True,normal
agent_011,merchant_e,1739.57,2026-08-04T07:54:00,True,normal
agent_005,merchant_c,1392.19,2026-08-06T10:34:00,True,normal
agent_012,merchant_j,558.96,2026-08-06T05:01:00,True,normal
agent_019,merchant_b,2788.94,2026-08-07T20:35:00,True,normal
agent_006,merchant_f,869.72,2026-08-05T19:24:00,True,normal
agent_007,merchant_a,1731.72,2026-08-03T08:30:00,True,normal
agent_002,merchant_h,1188.36,2026-08-03T17:21:00,True,normal
agent_015,merchant_c,2274.75,2026-08-01T20:33:00,True,normal
agent_016,merchant_h,1076.49,2026-08-02T00:54:00,True,normal
agent_004,merchant_h,2253.69,2026-08-01T02:06:00,True,normal
agent_008,merchant_j,655.36,2026-08-02T10:23:00,True,normal
agent_012,merchant_j,1005.13,2026-08-03T16:58:00,True,normal
agent_003,merchant_i,1171.03,2026-08-04T17:43:00,True,normal
agent_015,merchant_e,2484.67,2026-08-07T06:08:00,True,normal
agent_018,merchant_d,688.33,2026-08-03T02:33:00,True,normal
agent_003,merchant_f,14300.42,2026-08-02T01:02:00,True,odd_hour
agent_019,merchant_f,2562.55,2026-08-04T01:17:00,True,normal
agent_016,merchant_i,1364.17,2026-08-02T00:49:00,True,normal
agent_012,merchant_d,1440.86,2026-08-02T05:35:00,True,normal
agent_015,merchant_i,516.03,2026-08-04T06:32:00,True,normal
agent_008,merchant_j,2082.94,2026-08-03T09:18:00,True,normal
agent_003,merchant_j,71361.31,2026-08-05T22:53:00,True,amount_spike
agent_019,merchant_j,1803.83,2026-08-03T19:13:00,True,normal
agent_014,merchant_h,258.94,2026-08-02T12:05:00,True,normal
agent_019,merchant_h,1682.75,2026-08-05T04:46:00,True,normal
agent_006,merchant_a,28279.6,2026-08-03T03:35:00,True,odd_hour
agent_018,merchant_f,711.46,2026-08-01T14:13:00,True,normal
agent_012,merchant_a,2292.01,2026-08-07T04:00:00,True,normal
agent_005,merchant_c,2231.98,2026-08-05T07:45:00,True,normal
agent_016,merchant_d,1143.58,2026-08-04T15:26:00,True,normal
agent_006,merchant_e,1247.92,2026-08-07T11:24:00,True,normal
agent_003,merchant_c,1077.57,2026-08-02T07:41:00,True,normal
agent_019,merchant_c,2918.52,2026-08-01T20:08:00,True,normal
agent_003,merchant_j,1545.85,2026-08-07T23:56:00,True,normal
agent_011,merchant_h,2967.84,2026-08-04T05:42:00,True,normal
agent_008,merchant_i,930.57,2026-08-04T04:11:00,True,normal
agent_004,merchant_f,2394.95,2026-08-05T11:33:00,True,normal
agent_003,merchant_g,595.4,2026-08-07T04:34:00,False,unverified
agent_002,merchant_d,85901.55,2026-08-03T20:07:00,True,amount_spike
agent_019,merchant_h,2059.34,2026-08-07T14:14:00,True,normal
agent_006,merchant_c,459.58,2026-08-05T07:57:00,True,normal
agent_006,merchant_i,1059.86,2026-08-06T05:31:00,True,normal
agent_007,merchant_d,833.56,2026-08-04T13:47:00,True,normal
agent_003,merchant_f,249.65,2026-08-06T22:56:00,True,normal
agent_020,merchant_f,2535.46,2026-08-07T21:14:00,True,normal
agent_007,merchant_j,499.53,2026-08-01T05:33:00,True,normal
agent_008,merchant_d,953.31,2026-08-05T14:25:00,True,normal
agent_005,merchant_i,2249.1,2026-08-01T21:24:00,True,normal
agent_010,merchant_f,2295.97,2026-08-06T01:26:00,True,normal
agent_018,merchant_c,2243.78,2026-08-06T01:45:00,True,normal
agent_008,merchant_b,1155.99,2026-08-05T09:26:00,True,normal
agent_004,merchant_d,1318.71,2026-08-07T06:33:00,True,normal
agent_009,merchant_i,941.33,2026-08-03T11:35:00,False,unverified
agent_004,merchant_d,830.71,2026-08-03T08:44:00,True,normal
agent_017,merchant_i,2369.92,2026-08-07T04:34:00,True,normal
agent_011,merchant_b,2689.63,2026-08-07T10:30:00,True,normal
agent_020,merchant_b,2389.63,2026-08-05T21:28:00,True,normal
agent_002,merchant_h,1276.08,2026-08-02T19:09:00,True,normal
agent_013,merchant_c,2796.92,2026-08-02T16:58:00,True,normal
agent_003,merchant_a,1255.13,2026-08-02T18:44:00,True,normal
agent_018,merchant_c,1294.55,2026-08-06T02:30:00,True,normal
agent_005,merchant_j,28498.56,2026-08-07T01:43:00,True,odd_hour
agent_011,merchant_f,328.79,2026-08-01T17:59:00,True,normal
agent_002,merchant_f,2702.0,2026-08-04T12:10:00,True,normal
agent_005,merchant_i,789.43,2026-08-02T11:29:00,True,normal
agent_010,merchant_d,567.71,2026-08-07T11:02:00,True,normal
agent_009,merchant_e,454.96,2026-08-07T09:28:00,True,normal
agent_017,merchant_g,320.56,2026-08-02T16:14:00,True,normal
agent_020,merchant_b,429.56,2026-08-07T22:51:00,True,normal
agent_003,merchant_e,2992.41,2026-08-03T16:06:00,True,normal
agent_006,merchant_a,423.94,2026-08-04T00:27:00,True,normal
agent_015,merchant_d,837.82,2026-08-01T14:05:00,True,normal
agent_006,merchant_g,46309.3,2026-08-02T21:38:00,True,amount_spike
